propertyna,latitude,longitude,borough
Central Park,40.792127,-73.961364,Manhattan
Shore Park and Parkway,40.631429,-74.03978,Brooklyn
Crotona Park,40.836598,-73.895003,Bronx
Forest Park,40.696026,-73.866434,Queens
Prospect Park,40.662215,-73.974598,Brooklyn
McCaffrey Playground,40.759166,-73.991429,Manhattan
Rochdale Park,40.674442,-73.77401,Queens
Msgr. McGolrick Park,40.724473,-73.943628,Brooklyn
Central Park,40.797281,-73.958937,Manhattan
Kaiser Park,40.578453,-73.996178,Brooklyn
Clove Lakes Park,40.620381,-74.118474,Staten Island
Cunningham Park,40.735656,-73.770232,Queens
Great Kills Veterans Playground,40.547237,-74.15179,Staten Island
Rockaway Beach Boardwalk,40.581325,-73.822559,Queens
John Golden Park,40.774257,-73.76972,Queens
Cleopatra Playground,40.84532,-73.904051,Bronx
Pelham Bay Park,40.865852,-73.795134,Bronx
Ravenswood Playground,40.762651,-73.935043,Queens
Lyons Pool,40.637536,-74.074754,Staten Island
Tottenville Pool,40.505848,-74.235292,Staten Island
Wingate Park,40.658953,-73.94465,Brooklyn
Dr. Charles R. Drew Park,40.680177,-73.803231,Queens
Sara D. Roosevelt Park,40.718638,-73.99335,Manhattan
Noble Playground,40.837646,-73.871754,Bronx
Oakland Gardens,40.753145,-73.759564,Queens
Manhattan Beach Park,40.577042,-73.945803,Brooklyn
Riverside Park,40.803151,-73.970509,Manhattan
Randall's Island Park,40.79903,-73.922755,Manhattan
Williamsbridge Oval,40.878733,-73.876151,Bronx
Howard Pool,40.67279,-73.909124,Brooklyn
Fort Tryon Park,40.859683,-73.931652,Manhattan
Ambrosini Field,40.844188,-73.785104,Bronx
Twenty-Four Sycamores Park,40.75949,-73.958641,Manhattan
Riverside Park,40.804563,-73.970259,Manhattan
Flushing Fields,40.775223,-73.81699,Queens
Cooper Park,40.715499,-73.936303,Brooklyn
Brownsville Playground,40.656223,-73.902784,Brooklyn
Wards Island Park,40.785298,-73.934907,Manhattan
Lindower Park,40.611619,-73.912367,Brooklyn
Van Cortlandt Park,40.886777,-73.898301,Bronx
Thomas Greene Playground,40.68065,-73.985783,Brooklyn
Prospect Park,40.665364,-73.965469,Brooklyn
Chelsea Recreation Center,40.748296,-74.002219,Manhattan
El Shabazz Playground,40.682694,-73.930759,Brooklyn
Flushing Meadows Corona Park,40.761602,-73.858362,Queens
Rockaway Beach,40.577471,-73.836893,Queens
Laurelton Playground,40.669996,-73.73653,Queens
High Rock Park,40.581058,-74.121091,Staten Island
Ten Eyck Playground,40.708888,-73.939171,Brooklyn
MacLaughlin Playground,40.887885,-73.9054,Bronx
Van Cortlandt Park,40.890374,-73.896251,Bronx
Juniper Valley Park,40.720716,-73.877435,Queens
John Allen Payne Playground,40.63977,-74.0237,Brooklyn
Leif Ericson Park,40.635575,-74.019381,Brooklyn
Beach Channel Playground,40.588766,-73.805375,Queens
Central Park,40.783354,-73.969829,Manhattan
St. James Park,40.866092,-73.898166,Bronx
Colgate Close,40.823586,-73.881382,Bronx
Pulaski Playground,40.693429,-73.941914,Brooklyn
Crotona Park,40.840211,-73.897616,Bronx
Starlight Park,40.833953,-73.882647,Bronx
Pelham Bay Park,40.862476,-73.794191,Bronx
Detective Keith L Williams Park,40.70185,-73.783512,Queens
Dyker Beach Park,40.617813,-74.020871,Brooklyn
Bloomingdale Park,40.53397,-74.210016,Staten Island
Tony Dapolito Recreation Center,40.729629,-74.005434,Manhattan
Wards Island Park,40.788065,-73.933412,Manhattan
Veterans Park,40.636807,-74.13159,Staten Island
Van Cortlandt Park,40.8911,-73.893934,Bronx
Marine Park,40.607507,-73.938179,Brooklyn
Jackie Robinson Park Playground,40.680183,-73.927307,Brooklyn
Charlton Garden,40.824753,-73.907163,Bronx
Dr. Ronald E. McNair Playground,40.802523,-73.937991,Manhattan
Washington Market Park,40.716948,-74.011153,Manhattan
Canarsie Park,40.63074,-73.89337,Brooklyn
Dyker Beach Park,40.613036,-74.014577,Brooklyn
Arsenal North,40.793093,-73.951366,Manhattan
South Oxford Park,40.683633,-73.972744,Brooklyn
Marine Park,40.606698,-73.933925,Brooklyn
Red Hook Recreation Area,40.672751,-74.007886,Brooklyn
Riverside Park,40.788413,-73.983184,Manhattan
Brooklyn Bridge Park,40.692318,-74.001686,Brooklyn
Murray Playground,40.747564,-73.949217,Queens
Bath Playground,40.595205,-73.992667,Brooklyn
Prospect Park,40.665219,-73.975115,Brooklyn
Central Park,40.773337,-73.97749,Manhattan
Columbus Park,40.714812,-74.000032,Manhattan
St. Nicholas Park,40.820741,-73.946622,Manhattan
Audubon Playground,40.841626,-73.937897,Manhattan
Hunter's Point South Park,40.743301,-73.960152,Queens
Holcombe Rucker Park,40.828991,-73.935992,Manhattan
Police Officer Edward Byrne Park,40.667382,-73.806449,Queens
Walker Park,40.643412,-74.109089,Staten Island
Hunter's Point South Park,40.743048,-73.960236,Queens
Coney Island Beach & Boardwalk,40.574758,-73.96414,Brooklyn
Forest Park,40.701338,-73.842606,Queens
Heckscher Playground,40.695362,-73.917885,Brooklyn
Coney Island Beach & Boardwalk,40.571805,-73.999149,Brooklyn
Red Hook Recreation Area,40.671488,-74.007808,Brooklyn
Newport Playground,40.660883,-73.907054,Brooklyn
Seton Falls Park,40.888333,-73.840744,Bronx
Carl Schurz Park,40.77335,-73.944789,Manhattan
Freshkills Park,40.560703,-74.195925,Staten Island
Central Park,40.772678,-73.974432,Manhattan
Central Park,40.770779,-73.977664,Manhattan
Father Fagan Park,40.726766,-74.003249,Manhattan
Grover Cleveland Playground,40.710683,-73.911667,Queens
Bailey Playground,40.880784,-73.900904,Bronx
Peters Field,40.706294,-73.774693,Queens
Catherine Slip Malls,40.710044,-73.996139,Manhattan
Kissena Corridor Park,40.74345,-73.814826,Queens
Osborn Playground,40.655666,-73.906183,Brooklyn
Sarah J.S. Tompkins Garnet Playground,40.700633,-73.955182,Brooklyn
Owl's Head Park,40.639819,-74.030983,Brooklyn
Flushing Meadows Corona Park,40.745481,-73.845841,Queens
Gerard P. Dugan Playground,40.561715,-74.110766,Staten Island
McCarren Park,40.720057,-73.950698,Brooklyn
Marcus Garvey Park,40.80538,-73.943462,Manhattan
Bushwick Playground,40.695971,-73.911963,Brooklyn
Al Quiñones Playground,40.815396,-73.901425,Bronx
Coney Island Beach & Boardwalk,40.572908,-73.981201,Brooklyn
Forest Park,40.700871,-73.858598,Queens
Central Park,40.773626,-73.967858,Manhattan
Lopez Playground,40.611665,-74.084875,Staten Island
Detective Joseph Mayrose Park,40.661706,-73.987841,Brooklyn
Riverside Park South,40.774891,-73.992276,Manhattan
West Playground,40.587003,-73.97011,Brooklyn
Gravesend Park,40.623941,-73.984967,Brooklyn
South Rochdale Playground,40.67387,-73.769381,Queens
Cunningham Park,40.734629,-73.769626,Queens
Jackie Robinson Park,40.824269,-73.942448,Manhattan
Henry Hudson Park,40.881007,-73.920213,Bronx
Ehrenreich-Austin Playground,40.715762,-73.837006,Queens
Flushing Meadows Corona Park,40.742044,-73.849677,Queens
Franklin D. Roosevelt Boardwalk and Beach,40.568483,-74.090882,Staten Island
Frederick Johnson Playground,40.824956,-73.935952,Manhattan
"Phil ""Scooter"" Rizzuto Park",40.694279,-73.820922,Queens
Hamilton Metz Field,40.66271,-73.941786,Brooklyn
Ferry Point Park,40.811679,-73.83916,Bronx
Forest Park,40.709899,-73.835427,Queens
Mount Prospect Park,40.671914,-73.965904,Brooklyn
Police Officer John G. Scarangella Park,40.594519,-73.98429,Brooklyn
Rev. T. Wendell Foster Park and Recreation Center,40.833319,-73.924173,Bronx
Van Cortlandt Park,40.898673,-73.895152,Bronx
Loreto Playground,40.849284,-73.852673,Bronx
Ocean Breeze Park,40.583077,-74.075188,Staten Island
Hunter's Point South Park,40.738866,-73.959893,Queens
St. John's Park,40.674396,-73.935429,Brooklyn
Prospect Park,40.668799,-73.971648,Brooklyn
Tanahey Playground,40.710056,-73.995903,Manhattan
Marlboro Playground,40.591264,-73.981112,Brooklyn
Thomas Boyland Park,40.681411,-73.907163,Brooklyn
Eugene McCabe Field,40.802511,-73.941861,Manhattan
Flushing Meadows Corona Park,40.747217,-73.836352,Queens
Century Playground,40.576801,-73.970294,Brooklyn
Arverne Playground,40.592536,-73.785248,Queens
Detective Keith L Williams Park,40.703374,-73.784237,Queens
Kwame Ture Recreation Center,40.844178,-73.919587,Bronx
Berry Playground,40.712717,-73.963384,Brooklyn
Bill Rainey Park,40.818077,-73.898845,Bronx
Forest Park,40.702121,-73.854969,Queens
Flushing Meadows Corona Park,40.751408,-73.833778,Queens
Alley Pond Park,40.741967,-73.741195,Queens
Benninger Playground,40.706933,-73.898463,Queens
Glenwood Playground,40.636633,-73.920111,Brooklyn
Franz Sigel Park,40.821294,-73.926375,Bronx
Soundview Park,40.818926,-73.877826,Bronx
Haffen Park,40.874572,-73.838799,Bronx
Prospect Park,40.663586,-73.973348,Brooklyn
Captain Tilly Park,40.711384,-73.798309,Queens
Annunciation Playground,40.817981,-73.952254,Manhattan
Forest Park,40.698847,-73.847427,Queens
Rockaway Beach Boardwalk,40.584641,-73.810846,Queens
Marine Park,40.589208,-73.920281,Brooklyn
Jacob Joffe Fields,40.625942,-73.919085,Brooklyn
Taaffe Playground,40.695912,-73.960741,Brooklyn
Bayswater Park,40.598547,-73.767727,Queens
Manhattan Beach Park,40.575963,-73.946352,Brooklyn
Parade Ground,40.650984,-73.968103,Brooklyn
Baisley Pond Park,40.682381,-73.785461,Queens
Nostrand Playground,40.638465,-73.947741,Brooklyn
Hilltop Playground,40.675288,-73.914394,Brooklyn
Francis Lewis Playground,40.760178,-73.783986,Queens
Central Park,40.788759,-73.961804,Manhattan
Metropolitan Recreation Center,40.715012,-73.960317,Brooklyn
Astoria Park,40.779556,-73.920912,Queens
Central Park,40.78255,-73.966793,Manhattan
Hillside Dog Park,40.701539,-73.994676,Brooklyn
Alexander Hamilton Playground,40.823239,-73.95131,Manhattan
Tompkins Square Park,40.727551,-73.98189,Manhattan
Juniper Valley Park,40.720071,-73.878588,Queens
Ciccarone Park,40.855935,-73.886706,Bronx
Frank Principe Park,40.726981,-73.904599,Queens
Auburndale Playground,40.76585,-73.79397,Queens
McKinley Park,40.627552,-74.017157,Brooklyn
Van Cortlandt Park,40.895901,-73.87904,Bronx
Central Park,40.767631,-73.971305,Manhattan
Haffen Park,40.873824,-73.839634,Bronx
Prospect Park,40.654684,-73.97264,Brooklyn
Jaime Campiz Playground,40.713346,-73.954426,Brooklyn
Marconi Park,40.693086,-73.795402,Queens
Central Park,40.767631,-73.971305,Manhattan
Kolbert Playground,40.620311,-73.957728,Brooklyn
Bronx River Parkway,40.884197,-73.867041,Bronx
Tompkins Square Park,40.725669,-73.981571,Manhattan
Louis Pasteur Park,40.761877,-73.735431,Queens
Linden Park,40.65857,-73.887034,Brooklyn
Neighborhood Parks,40.689727,-73.996899,Brooklyn
Bronx Park,40.842933,-73.877568,Bronx
Brownsville Playground,40.656223,-73.902784,Brooklyn
Hickman Playground,40.620512,-73.913714,Brooklyn
Lost Battalion Hall Recreation Center,40.731805,-73.865513,Queens
Van Cortlandt Park,40.903524,-73.894767,Bronx
Randall's Island Park,40.797372,-73.917068,Manhattan
Bushwick Playground,40.701921,-73.939315,Brooklyn
Bronx Park,40.847141,-73.870393,Bronx
Midland Field,40.576585,-74.099485,Staten Island
Crosson Green,40.742342,-73.896653,Queens
College Point Fields,40.776141,-73.837518,Queens
Judge Moses Weinstein Playground,40.718633,-73.820374,Queens
Columbus Park,40.694145,-73.990047,Brooklyn
Crotona Park,40.838727,-73.89333,Bronx
Gene Gray Playground,40.606206,-73.819225,Queens
Arsenal West,40.769783,-73.982919,Manhattan
Randall's Island Park,40.79288,-73.924708,Manhattan
Juniper Valley Park,40.72043,-73.884689,Queens
Kelly Park Playground,40.604508,-73.957501,Brooklyn
Woodtree Playground,40.777828,-73.902418,Queens
Hermon A. MacNeil Park,40.793462,-73.851228,Queens
John Jay Park,40.768853,-73.949229,Manhattan
Woods Playground,40.674718,-73.929178,Brooklyn
McDonald Playground,40.600465,-73.971722,Brooklyn
Frederick Douglass Playground,40.797155,-73.967637,Manhattan
Lozada Playground,40.807735,-73.925146,Bronx
Fort Washington Park,40.848643,-73.946508,Manhattan
Bill Brown Playground,40.592842,-73.945896,Brooklyn
Asser Levy Playground,40.736557,-73.975758,Manhattan
Pat Williams Playground,40.713184,-73.729611,Queens
Betsy Head Park,40.663002,-73.912195,Brooklyn
Sorrentino Recreation Center,40.602437,-73.751374,Queens
Joseph Austin Playground,40.715639,-73.800935,Queens
Dyker Beach Park,40.612288,-74.012928,Brooklyn
Flushing Meadows Corona Park,40.743604,-73.842191,Queens
Potomac Playground,40.682027,-73.944008,Brooklyn
Jerome Park,40.881115,-73.889551,Bronx
Corlears Hook Park,40.711583,-73.979786,Manhattan
Bowne Park,40.770446,-73.805922,Queens
Francis Lewis Playground,40.760538,-73.783907,Queens
Roberto Clemente Ballfield,40.706604,-73.967363,Brooklyn
Francis Lewis Park,40.796265,-73.82558,Queens
Coney Island Beach & Boardwalk,40.57237,-73.989153,Brooklyn
Cunningham Park,40.739679,-73.764464,Queens
Real Good Playground,40.735368,-73.857754,Queens
Lewis Playground,40.695439,-73.938007,Brooklyn
Commodore Barry Park,40.697479,-73.978297,Brooklyn
Louis C. Moser Playground,40.762879,-73.892333,Queens
Bayswater Park,40.598778,-73.767585,Queens
Fort Tryon Park,40.859868,-73.933946,Manhattan
Sara D. Roosevelt Park,40.720424,-73.992258,Manhattan
Flushing Meadows Corona Park,40.747414,-73.845265,Queens
Manhattan Beach Park,40.577653,-73.940707,Brooklyn
The High Line,40.74334,-74.007119,Manhattan
Poseidon Playground,40.572412,-73.991776,Brooklyn
Crocheron Park,40.769961,-73.769939,Queens
Beach 59th St Playground,40.589046,-73.788956,Queens
Flushing Meadows Corona Park,40.753535,-73.838006,Queens
Brooklyn Heights Promenade,40.695705,-73.997772,Brooklyn
Belt Parkway/Shore Parkway,40.619115,-73.898311,Brooklyn
Eae J Mitchell Park,40.836413,-73.884268,Bronx
John V. Lindsay East River Park,40.721375,-73.973989,Manhattan
Bloomingdale Park,40.535053,-74.209906,Staten Island
Star Spangled Playground,40.691627,-73.957991,Brooklyn
Riverside Park,40.802162,-73.972997,Manhattan
Howard Pool,40.672823,-73.909069,Brooklyn
Barrett Triangle,40.64182,-74.07597,Staten Island
Owen F. Dolen Park,40.840683,-73.84258,Bronx
Archie Spigner Park,40.69338,-73.780249,Queens
Battery Park City,40.706856,-74.018332,Manhattan
Detective William T. Gunn Playground,40.731268,-73.731782,Queens
Fox Playground,40.632663,-73.923879,Brooklyn
Bleecker Playground,40.736556,-74.005671,Manhattan
Courtney Callender Playground,40.810253,-73.939893,Manhattan
WOODSIDE PLAZA,40.74536,-73.904769,Queens
Harris Park,40.876218,-73.890803,Bronx
Flushing Meadows Corona Park,40.735301,-73.843379,Queens
Central Park,40.784007,-73.969522,Manhattan
DiGilio Playground,40.632856,-73.977202,Brooklyn
Coleman Playground,40.711273,-73.994094,Manhattan
Rocket Playground,40.670579,-73.846186,Queens
John Jay Park,40.769557,-73.948565,Manhattan
Flushing Meadows Corona Park,40.761458,-73.846237,Queens
Susan Smith McKinney Steward Park,40.701404,-73.985858,Brooklyn
Greenwood Playground,40.650491,-73.97655,Brooklyn
Forest Park,40.702311,-73.868143,Queens
McGuire Fields,40.620391,-73.900014,Brooklyn
Lincoln Terrace / Arthur S. Somers Park,40.666415,-73.927568,Brooklyn
Isham Park,40.872113,-73.920184,Manhattan
Harvey Park,40.78449,-73.823758,Queens
Mill Pond Park,40.824101,-73.931472,Bronx
Tilden Playground,40.647934,-73.931405,Brooklyn
Jackie Robinson Park Playground,40.680074,-73.928295,Brooklyn
Detective Keith L Williams Park,40.703949,-73.785128,Queens
Hoover - Manton Playgrounds,40.712164,-73.821399,Queens
Central Park,40.767144,-73.977184,Manhattan
Astoria Heights Playground,40.760657,-73.911409,Queens
Playground One,40.712143,-73.997275,Manhattan
William F Moore Park,40.743649,-73.855415,Queens
St. James Park,40.86455,-73.899021,Bronx
Hoover - Manton Playgrounds,40.710484,-73.82003,Queens
Silver Lake Park,40.627416,-74.092521,Staten Island
Sternberg Park,40.706212,-73.946687,Brooklyn
Calvert Vaux Park,40.586004,-73.992745,Brooklyn
Flushing Meadows Corona Park,40.750348,-73.836683,Queens
Beach 17 Playground,40.59418,-73.750563,Queens
Pelham Bay Park,40.865884,-73.794408,Bronx
Red Hook Recreation Area,40.671346,-74.006249,Brooklyn
Franklin D. Roosevelt Boardwalk and Beach,40.571008,-74.087543,Staten Island
Franklin D. Roosevelt Boardwalk and Beach,40.578671,-74.078005,Staten Island
Washington's Walk,40.874247,-73.900793,Bronx
Kosciuszko Pool,40.691293,-73.948752,Brooklyn
Prospect Park,40.669724,-73.967871,Brooklyn
George Walker Jr. Park,40.678653,-73.894946,Brooklyn
John V. Lindsay East River Park,40.725209,-73.972162,Manhattan
Riverside Park,40.826001,-73.953395,Manhattan
Paul Raimonda Playground,40.772557,-73.89746,Queens
McLaughlin Park,40.696335,-73.98623,Brooklyn
Kissena Park,40.749041,-73.806543,Queens
Beach 30th Street Playground,40.59258,-73.762761,Queens
Asser Levy Park,40.574863,-73.970159,Brooklyn
Central Park,40.784317,-73.95871,Manhattan
Challenge Playground,40.756859,-73.728264,Queens
Rockaway Beach Boardwalk,40.586071,-73.807168,Queens
Mazzei Playground,40.862593,-73.858241,Bronx
Newtown Barge Playground,40.735611,-73.96018,Brooklyn
Nicholas Naquan Heyward Jr. Park,40.684853,-73.988114,Brooklyn
Grace Playground,40.670895,-73.894344,Brooklyn
Kissena Park,40.748444,-73.803298,Queens
Juniper Valley Park,40.718443,-73.882528,Queens
Naples Playground,40.602324,-74.089455,Staten Island
Nautilus Playground,40.571714,-73.996523,Brooklyn
Marine Park,40.593855,-73.925382,Brooklyn
Terrace Playground,40.613351,-74.099406,Staten Island
Arsenal West,40.769783,-73.98292,Manhattan
Forest Park,40.700051,-73.858251,Queens
James Weldon Johnson Playground,40.797011,-73.941602,Manhattan
St. Michael's Playground,40.758842,-73.899752,Queens
Central Park,40.798761,-73.958639,Manhattan
Northern Playground,40.755581,-73.874554,Queens
Astoria Park,40.775615,-73.924714,Queens
Elmhurst Park,40.73068,-73.884979,Queens
Fort Greene Park,40.690646,-73.975336,Brooklyn
Beach 30th Street Playground,40.592645,-73.761856,Queens
Pelham Bay Park,40.851236,-73.82601,Bronx
Coney Island Beach & Boardwalk,40.573451,-73.976152,Brooklyn
Flushing Meadows Corona Park,40.744529,-73.839827,Queens
Chelsea Recreation Center,40.748296,-74.002219,Manhattan
Jerome Playground,40.658847,-73.879489,Brooklyn
Sara D. Roosevelt Park,40.720299,-73.992489,Manhattan
Juniper Valley Park,40.718264,-73.883201,Queens
Grove Hill Playground,40.819948,-73.909066,Bronx
Tompkins Square Park,40.727116,-73.98149,Manhattan
Morningside Park,40.810081,-73.956129,Manhattan
Alley Pond Park,40.742304,-73.741365,Queens
Stanley Isaacs Playground,40.78282,-73.944728,Manhattan
Union Square Park,40.735993,-73.989961,Manhattan
Flushing Meadows Corona Park,40.760257,-73.855092,Queens
Jackie Robinson Park,40.824269,-73.942448,Manhattan
Central Park,40.775925,-73.965178,Manhattan
J. Hood Wright Park,40.84702,-73.940445,Manhattan
McCarren Park,40.720081,-73.94993,Brooklyn
Bushwick Playground,40.702121,-73.939669,Brooklyn
Franklin D. Roosevelt Boardwalk and Beach,40.593091,-74.062442,Staten Island
Silver Lake Park,40.628276,-74.099014,Staten Island
Lion's Pride Playground,40.662611,-73.899494,Brooklyn
Franklin D. Roosevelt Boardwalk and Beach,40.569068,-74.09107,Staten Island
Blood Root Valley,40.591772,-74.139254,Staten Island
Van Cortlandt Park,40.890218,-73.896821,Bronx
Baisley Pond Park,40.674857,-73.789409,Queens
