neighborhood_tabulation_area_nta,latitude,longitude,boro
Fordham South,40.86063,-73.902369,Bronx
Upper West Side,40.789622,-73.970024,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.742081,-73.993261,Manhattan
Prospect Lefferts Gardens-Wingate,40.657164,-73.960338,Brooklyn
Midtown-Midtown South,40.746619,-73.990241,Manhattan
Woodside,40.741288,-73.904656,Queens
Brownsville,40.665226,-73.902027,Brooklyn
Midtown-Midtown South,40.761511,-73.972745,Manhattan
Manhattanville,40.815594,-73.954507,Manhattan
Hunts Point,40.806612,-73.885215,Bronx
East Village,40.730232,-73.989262,Manhattan
Gramercy,40.742139,-73.983048,Manhattan
Chinatown,40.714508,-73.99249,Manhattan
Melrose South-Mott Haven North,40.817446,-73.915574,Bronx
Morningside Heights,40.804835,-73.965995,Manhattan
Elmhurst-Maspeth,40.737206,-73.88094,Queens
Prospect Heights,40.673692,-73.962869,Brooklyn
Melrose South-Mott Haven North,40.821437,-73.912327,Bronx
Clinton Hill,40.681315,-73.956201,Brooklyn
Prospect Lefferts Gardens-Wingate,40.662438,-73.950605,Brooklyn
Crown Heights South,40.667942,-73.936844,Brooklyn
North Side-South Side,40.707208,-73.954195,Brooklyn
Prospect Lefferts Gardens-Wingate,40.652771,-73.94987,Brooklyn
Canarsie,40.64387,-73.89197,Brooklyn
Bushwick North,40.695004,-73.915407,Brooklyn
Turtle Bay-East Midtown,40.75096,-73.974467,Manhattan
Midtown-Midtown South,40.764672,-73.982363,Manhattan
St. Albans,40.679058,-73.759677,Queens
East New York,40.676475,-73.897167,Brooklyn
Lenox Hill-Roosevelt Island,40.76036,-73.961663,Manhattan
Lenox Hill-Roosevelt Island,40.768374,-73.955362,Manhattan
Melrose South-Mott Haven North,40.814471,-73.912954,Bronx
Jackson Heights,40.747627,-73.884644,Queens
Central Harlem North-Polo Grounds,40.817057,-73.946012,Manhattan
Washington Heights South,40.844493,-73.938788,Manhattan
East New York,40.65604,-73.89679,Brooklyn
SoHo-TriBeCa-Civic Center-Little Italy,40.723404,-74.008084,Manhattan
Ocean Hill,40.678312,-73.910253,Brooklyn
Longwood,40.820902,-73.896055,Bronx
Clinton Hill,40.682932,-73.963959,Brooklyn
Midtown-Midtown South,40.763616,-73.984987,Manhattan
Park Slope-Gowanus,40.664406,-73.993715,Brooklyn
Mount Hope,40.84833,-73.9099,Bronx
Upper East Side-Carnegie Hill,40.773003,-73.958474,Manhattan
Astoria,40.761897,-73.92505,Queens
Hunts Point,40.81474,-73.886191,Bronx
East Harlem South,40.787309,-73.947944,Manhattan
Lincoln Square,40.77653,-73.983015,Manhattan
Midtown-Midtown South,40.747905,-73.996434,Manhattan
Bedford Park-Fordham North,40.864326,-73.896184,Bronx
Hamilton Heights,40.824559,-73.951597,Manhattan
Midtown-Midtown South,40.762324,-73.972203,Manhattan
Gramercy,40.731602,-73.982548,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.742631,-73.952678,Queens
Hudson Yards-Chelsea-Flatiron-Union Square,40.742125,-74.004363,Manhattan
Murray Hill-Kips Bay,40.749982,-73.981236,Manhattan
Morningside Heights,40.801001,-73.961448,Manhattan
Astoria,40.76516,-73.931428,Queens
West Concourse,40.844258,-73.914961,Bronx
Upper West Side,40.790818,-73.97481,Manhattan
Norwood,40.87273,-73.875333,Bronx
Forest Hills,40.727489,-73.856071,Queens
Midtown-Midtown South,40.761118,-73.975684,Manhattan
Baisley Park,40.6840697,-73.8015083,Queens
Turtle Bay-East Midtown,40.751497,-73.973765,Manhattan
Clinton,40.762328,-73.993642,Manhattan
Hamilton Heights,40.822854,-73.953291,Manhattan
West Village,40.730258,-74.006629,Manhattan
Gramercy,40.734222,-73.986658,Manhattan
Clinton Hill,40.683606,-73.954164,Brooklyn
Hudson Yards-Chelsea-Flatiron-Union Square,40.742301,-73.99683,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.752198,-74.004756,Manhattan
Lincoln Square,40.773657,-73.981404,Manhattan
Murray Hill-Kips Bay,40.748383,-73.976344,Manhattan
New Dorp-Midland Beach,40.571437,-74.108959,Staten Island
Upper East Side-Carnegie Hill,40.777528,-73.955153,Manhattan
Brownsville,40.66281,-73.90906,Brooklyn
Washington Heights South,40.834245,-73.941159,Manhattan
Bushwick South,40.698956,-73.938932,Brooklyn
Midtown-Midtown South,40.750488,-73.99113,Manhattan
Brownsville,40.666322,-73.914688,Brooklyn
Midtown-Midtown South,40.744933,-73.991472,Manhattan
Queensbridge-Ravenswood-Long Island City,40.75195,-73.93338,Queens
Murray Hill-Kips Bay,40.747251,-73.974241,Manhattan
Fordham South,40.862313,-73.900314,Bronx
Turtle Bay-East Midtown,40.752636,-73.974717,Manhattan
Richmond Hill,40.69542,-73.840551,Queens
West Concourse,40.827552,-73.925903,Bronx
Hudson Yards-Chelsea-Flatiron-Union Square,40.742297,-74.00094,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.744668,-73.991375,Manhattan
Midtown-Midtown South,40.745578,-73.991002,Manhattan
Midtown-Midtown South,40.757753,-73.989252,Manhattan
Upper West Side,40.79069,-73.974462,Manhattan
Upper West Side,40.798583,-73.970917,Manhattan
Turtle Bay-East Midtown,40.756018,-73.967467,Manhattan
College Point,40.77139,-73.84672,Queens
Springfield Gardens North,40.670155,-73.782911,Queens
Upper East Side-Carnegie Hill,40.777606,-73.960947,Manhattan
Bedford Park-Fordham North,40.864094,-73.891441,Bronx
Jackson Heights,40.747603,-73.885751,Queens
St. Albans,40.707987,-73.770526,Queens
West Concourse,40.815039,-73.929885,Bronx
Lincoln Square,40.778607,-73.982178,Manhattan
Jackson Heights,40.747991,-73.882034,Queens
Morningside Heights,40.803861,-73.966708,Manhattan
Lincoln Square,40.775795,-73.98235,Manhattan
East Village,40.725004,-73.987039,Manhattan
Upper West Side,40.799088,-73.96683,Manhattan
Mount Hope,40.849486,-73.910931,Bronx
Central Harlem South,40.802607,-73.956796,Manhattan
Midtown-Midtown South,40.758649,-73.975143,Manhattan
Lenox Hill-Roosevelt Island,40.763891,-73.962087,Manhattan
Central Harlem South,40.80235,-73.95698,Manhattan
East Village,40.730672,-73.989247,Manhattan
Lenox Hill-Roosevelt Island,40.772815,-73.95822,Manhattan
East Harlem North,40.802637,-73.936468,Manhattan
Murray Hill-Kips Bay,40.743876,-73.979316,Manhattan
SoHo-TriBeCa-Civic Center-Little Italy,40.724925,-74.005795,Manhattan
Springfield Gardens North,40.672573,-73.759162,Queens
Clinton,40.759937,-73.987972,Manhattan
Central Harlem South,40.809268,-73.951708,Manhattan
Upper East Side-Carnegie Hill,40.780716,-73.958721,Manhattan
Norwood,40.871796,-73.877356,Bronx
Midtown-Midtown South,40.760895,-73.986836,Manhattan
Turtle Bay-East Midtown,40.754392,-73.969184,Manhattan
Central Harlem North-Polo Grounds,40.820796,-73.943285,Manhattan
Woodhaven,40.692672,-73.857547,Queens
Hudson Yards-Chelsea-Flatiron-Union Square,40.750746,-74.005816,Manhattan
Midtown-Midtown South,40.748482,-73.996012,Manhattan
Bushwick South,40.696842,-73.922861,Brooklyn
North Side-South Side,40.721383,-73.960352,Brooklyn
East Williamsburg,40.701668,-73.942489,Brooklyn
Richmond Hill,40.70104,-73.824719,Queens
Park Slope-Gowanus,40.681039,-73.97573,Brooklyn
Prospect Heights,40.678453,-73.973253,Brooklyn
Murray Hill-Kips Bay,40.752335,-73.979738,Manhattan
Old Astoria,40.767307,-73.922111,Queens
Park Slope-Gowanus,40.683625,-73.977006,Brooklyn
East Harlem North,40.800096,-73.938605,Manhattan
Turtle Bay-East Midtown,40.759149,-73.965162,Manhattan
Brooklyn Heights-Cobble Hill,40.697588,-73.993029,Brooklyn
Forest Hills,40.721526,-73.844884,Queens
Manhattanville,40.820764,-73.954808,Manhattan
Turtle Bay-East Midtown,40.75961,-73.968242,Manhattan
DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.684553,-73.994765,Brooklyn
Lincoln Square,40.777241,-73.978629,Manhattan
Brownsville,40.666393,-73.924173,Brooklyn
Murray Hill,40.764906,-73.820477,Queens
Hudson Yards-Chelsea-Flatiron-Union Square,40.742046,-74.000711,Manhattan
Forest Hills,40.718236,-73.840748,Queens
East Tremont,40.841834,-73.885974,Bronx
Hudson Yards-Chelsea-Flatiron-Union Square,40.740513,-73.994393,Manhattan
Central Harlem North-Polo Grounds,40.821596,-73.942699,Manhattan
Upper East Side-Carnegie Hill,40.763037,-73.965653,Manhattan
Washington Heights South,40.837241,-73.942876,Manhattan
Upper West Side,40.789445,-73.973867,Manhattan
SoHo-TriBeCa-Civic Center-Little Italy,40.717828,-74.000962,Manhattan
Hunts Point,40.820115,-73.89109,Bronx
East Village,40.731923,-73.985131,Manhattan
,40.680679,-73.763358,Queens
Clinton Hill,40.682268,-73.967753,Brooklyn
Crown Heights North,40.679381,-73.929834,Brooklyn
Lenox Hill-Roosevelt Island,40.770456,-73.959928,Manhattan
Prospect Lefferts Gardens-Wingate,40.652457,-73.959115,Brooklyn
Prospect Lefferts Gardens-Wingate,40.658911,-73.960426,Brooklyn
Washington Heights North,40.852857,-73.931007,Manhattan
Mott Haven-Port Morris,40.812163,-73.916467,Bronx
SoHo-TriBeCa-Civic Center-Little Italy,40.717726,-74.00561,Manhattan
Midtown-Midtown South,40.761094,-73.986828,Manhattan
Lenox Hill-Roosevelt Island,40.763948,-73.95853,Manhattan
Mott Haven-Port Morris,40.812441,-73.92925,Bronx
Bushwick North,40.7081743,-73.9201161,Brooklyn
Washington Heights South,40.848083,-73.93451,Manhattan
Kingsbridge Heights,40.862855,-73.904547,Bronx
Woodhaven,40.69374,-73.852557,Queens
Lenox Hill-Roosevelt Island,40.762417,-73.963159,Manhattan
Gramercy,40.738052,-73.981055,Manhattan
Jamaica,40.704216,-73.797743,Queens
Mott Haven-Port Morris,40.807756,-73.919006,Bronx
Clinton Hill,40.683591,-73.967093,Brooklyn
Murray Hill-Kips Bay,40.742234,-73.977895,Manhattan
St. Albans,40.699982,-73.763267,Queens
Gramercy,40.73296,-73.986173,Manhattan
Murray Hill-Kips Bay,40.750133,-73.976794,Manhattan
Westchester-Unionport,40.8366,-73.84436,Bronx
Astoria,40.756724,-73.914383,Queens
Marble Hill-Inwood,40.867058,-73.917291,Manhattan
Upper West Side,40.785753,-73.978785,Manhattan
Longwood,40.813436,-73.898846,Bronx
Melrose South-Mott Haven North,40.816679,-73.916483,Bronx
Hamilton Heights,40.829733,-73.9442,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.743564,-73.996168,Manhattan
East Harlem North,40.797709,-73.940035,Manhattan
West Village,40.734036,-73.991208,Manhattan
Oakwood-Oakwood Beach,40.564789,-74.115318,Staten Island
Elmhurst-Maspeth,40.746711,-73.892145,Queens
Flatbush,40.63433,-73.94942,Brooklyn
Prospect Heights,40.680238,-73.964511,Brooklyn
Far Rockaway-Bayswater,40.60755,-73.76475,Queens
Manhattanville,40.814103,-73.955865,Manhattan
Turtle Bay-East Midtown,40.760207,-73.967177,Manhattan
Midtown-Midtown South,40.760641,-73.984466,Manhattan
East Village,40.731157,-73.985928,Manhattan
Hamilton Heights,40.825508,-73.950907,Manhattan
Clinton,40.768406,-73.989215,Manhattan
Hunters Point-Sunnyside-West Maspeth,40.743063,-73.920682,Queens
Woodhaven,40.692466,-73.858948,Queens
Midtown-Midtown South,40.744742,-73.985367,Manhattan
Hudson Yards-Chelsea-Flatiron-Union Square,40.739156,-73.999381,Manhattan
Glen Oaks-Floral Park-New Hyde Park,40.73681,-73.71123,Queens
SoHo-TriBeCa-Civic Center-Little Italy,40.716939,-74.006222,Manhattan
Murray Hill-Kips Bay,40.746868,-73.97452,Manhattan
Carroll Gardens-Columbia Street-Red Hook,40.67806,-74.01705,Brooklyn
Upper West Side,40.784608,-73.979776,Manhattan
Manhattanville,40.8196,-73.951942,Manhattan
North Corona,40.757446,-73.866434,Queens
,40.72111,-73.991366,Manhattan
Crown Heights North,40.671355,-73.957793,Brooklyn
Van Cortlandt Village,40.870613,-73.891648,Bronx
Chinatown,40.716652,-73.997646,Manhattan
Hamilton Heights,40.827044,-73.950226,Manhattan
SoHo-TriBeCa-Civic Center-Little Italy,40.716033,-74.00257,Manhattan
Norwood,40.873733,-73.879019,Bronx
Gramercy,40.733919,-73.986881,Manhattan
Hunts Point,40.820914,-73.890458,Bronx
Clinton,40.7555,-73.991425,Manhattan
Crown Heights South,40.666203,-73.950913,Brooklyn
Woodhaven,40.693963,-73.851185,Queens
Murray Hill-Kips Bay,40.744259,-73.983248,Manhattan
West New Brighton-New Brighton-St. George,40.6396,-74.075397,Staten Island
Clinton Hill,40.681853,-73.958535,Brooklyn
Turtle Bay-East Midtown,40.760631,-73.968671,Manhattan
Hamilton Heights,40.827932,-73.949581,Manhattan
Elmhurst-Maspeth,40.739332,-73.87813,Queens
Turtle Bay-East Midtown,40.756264,-73.964182,Manhattan
